"REF_DATE","GEO","DGUID","First official language spoken","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","Northwest Territories including Nunavut","2016A000261","French","Number","Number","223","units ","0","v1043024745","13.2.1","1345","","","t","0"
"1991","Northwest Territories including Nunavut","2016A000261","English","Number","Number","223","units ","0","v1043024746","13.3.1","51055","","","t","0"
"1991","Northwest Territories including Nunavut","2016A000261","English and french","Number","Number","223","units ","0","v1043024747","13.4.1","90","","","t","0"
"1991","Northwest Territories including Nunavut","2016A000261","Neither english nor French","Number","Number","223","units ","0","v1043024748","13.5.1","4935","","","t","0"
"1991","Northwest Territories including Nunavut","2016A000261","Official language minority","Number","Number","223","units ","0","v1043024749","13.6.1","1390","","","t","0"
"1991","Canada outside Quebec","","Total, first official language spoken","Number","Number","223","units ","0","v1043024765","16.1.1","20183735","","","","0"
"1991","Canada outside Quebec","","French","Number","Number","223","units ","0","v1043024766","16.2.1","932495","","","","0"
"1991","Canada outside Quebec","","English","Number","Number","223","units ","0","v1043024767","16.3.1","18877325","","","","0"
"1991","Canada outside Quebec","","English and french","Number","Number","223","units ","0","v1043024768","16.4.1","72575","","","","0"
"1991","Canada outside Quebec","","Neither english nor French","Number","Number","223","units ","0","v1043024769","16.5.1","301345","","","","0"
"1991","Canada outside Quebec","","Official language minority","Number","Number","223","units ","0","v1043024770","16.6.1","968785","","","","0"
"1996","Canada","2016A000011124","Total, first official language spoken","Number","Number","223","units ","0","v1043024660","1.1.1","28528125","","","","0"
"1996","Canada","2016A000011124","French","Number","Number","223","units ","0","v1043024661","1.2.1","6890880","","","","0"
"1996","Canada","2016A000011124","English","Number","Number","223","units ","0","v1043024662","1.3.1","20921770","","","","0"
"1996","Canada","2016A000011124","English and french","Number","Number","223","units ","0","v1043024663","1.4.1","254350","","","","0"
"1996","Canada","2016A000011124","Neither english nor French","Number","Number","223","units ","0","v1043024664","1.5.1","461125","","","","0"
"1996","Canada","2016A000011124","Official language minority","Number","Number","223","units ","0","v1043024665","1.6.1","7018050","","","","0"
"1996","Newfoundland and Labrador","2016A000210","Total, first official language spoken","Number","Number","223","units ","0","v1043024667","2.1.1","547160","","","","0"
"1996","Newfoundland and Labrador","2016A000210","French","Number","Number","223","units ","0","v1043024668","2.2.1","2185","","","","0"
"1996","Newfoundland and Labrador","2016A000210","English","Number","Number","223","units ","0","v1043024669","2.3.1","544360","","","","0"
"1996","Newfoundland and Labrador","2016A000210","English and french","Number","Number","223","units ","0","v1043024670","2.4.1","185","","","","0"
"1996","Newfoundland and Labrador","2016A000210","Neither english nor French","Number","Number","223","units ","0","v1043024671","2.5.1","435","","","","0"
"1996","Newfoundland and Labrador","2016A000210","Official language minority","Number","Number","223","units ","0","v1043024672","2.6.1","2270","","","","0"
"1996","Prince Edward Island","2016A000211","Total, first official language spoken","Number","Number","223","units ","0","v1043024674","3.1.1","132855","","","","0"
"1996","Prince Edward Island","2016A000211","French","Number","Number","223","units ","0","v1043024675","3.2.1","5270","","","","0"
"1996","Prince Edward Island","2016A000211","English","Number","Number","223","units ","0","v1043024676","3.3.1","127425","","","","0"
"1996","Prince Edward Island","2016A000211","English and french","Number","Number","223","units ","0","v1043024677","3.4.1","120","","","","0"
"1996","Prince Edward Island","2016A000211","Neither english nor French","Number","Number","223","units ","0","v1043024678","3.5.1","30","","","","0"
"1996","Prince Edward Island","2016A000211","Official language minority","Number","Number","223","units ","0","v1043024679","3.6.1","5335","","","","0"
"1996","Nova Scotia","2016A000212","Total, first official language spoken","Number","Number","223","units ","0","v1043024681","4.1.1","899970","","","","0"
"1996","Nova Scotia","2016A000212","French","Number","Number","223","units ","0","v1043024682","4.2.1","34090","","","","0"
"1996","Nova Scotia","2016A000212","English","Number","Number","223","units ","0","v1043024683","4.3.1","863720","","","","0"
"1996","Nova Scotia","2016A000212","English and french","Number","Number","223","units ","0","v1043024684","4.4.1","1040","","","","0"
"1996","Nova Scotia","2016A000212","Neither english nor French","Number","Number","223","units ","0","v1043024685","4.5.1","1115","","","","0"
"1996","Nova Scotia","2016A000212","Official language minority","Number","Number","223","units ","0","v1043024686","4.6.1","34615","","","","0"
"1996","New Brunswick","2016A000213","Total, first official language spoken","Number","Number","223","units ","0","v1043024688","5.1.1","729630","","","","0"
"1996","New Brunswick","2016A000213","French","Number","Number","223","units ","0","v1043024689","5.2.1","240060","","","","0"
"1996","New Brunswick","2016A000213","English","Number","Number","223","units ","0","v1043024690","5.3.1","487200","","","","0"
"1996","New Brunswick","2016A000213","English and french","Number","Number","223","units ","0","v1043024691","5.4.1","1965","","","","0"
"1996","New Brunswick","2016A000213","Neither english nor French","Number","Number","223","units ","0","v1043024692","5.5.1","405","","","","0"
"1996","New Brunswick","2016A000213","Official language minority","Number","Number","223","units ","0","v1043024693","5.6.1","241040","","","","0"
"1996","Quebec","2016A000224","Total, first official language spoken","Number","Number","223","units ","0","v1043024695","6.1.1","7045085","","","","0"
"1996","Quebec","2016A000224","French","Number","Number","223","units ","0","v1043024696","6.2.1","5963675","","","","0"
"1996","Quebec","2016A000224","English","Number","Number","223","units ","0","v1043024697","6.3.1","842105","","","","0"
"1996","Quebec","2016A000224","English and french","Number","Number","223","units ","0","v1043024698","6.4.1","167460","","","","0"
"1996","Quebec","2016A000224","Neither english nor French","Number","Number","223","units ","0","v1043024699","6.5.1","71845","","","","0"
"1996","Quebec","2016A000224","Official language minority","Number","Number","223","units ","0","v1043024700","6.6.1","925835","","","","0"
"1996","Ontario","2016A000235","Total, first official language spoken","Number","Number","223","units ","0","v1043024702","7.1.1","10642790","","","","0"
"1996","Ontario","2016A000235","French","Number","Number","223","units ","0","v1043024703","7.2.1","480650","","","","0"
"1996","Ontario","2016A000235","English","Number","Number","223","units ","0","v1043024704","7.3.1","9860780","","","","0"
"1996","Ontario","2016A000235","English and french","Number","Number","223","units ","0","v1043024705","7.4.1","62300","","","","0"
"1996","Ontario","2016A000235","Neither english nor French","Number","Number","223","units ","0","v1043024706","7.5.1","239060","","","","0"
"1996","Ontario","2016A000235","Official language minority","Number","Number","223","units ","0","v1043024707","7.6.1","511800","","","","0"
"1996","Manitoba","2016A000246","Total, first official language spoken","Number","Number","223","units ","0","v1043024709","8.1.1","1100290","","","","0"
"1996","Manitoba","2016A000246","French","Number","Number","223","units ","0","v1043024710","8.2.1","45570","","","","0"
"1996","Manitoba","2016A000246","English","Number","Number","223","units ","0","v1043024711","8.3.1","1041230","","","","0"
"1996","Manitoba","2016A000246","English and french","Number","Number","223","units ","0","v1043024712","8.4.1","2010","","","","0"
"1996","Manitoba","2016A000246","Neither english nor French","Number","Number","223","units ","0","v1043024713","8.5.1","11490","","","","0"
"1996","Manitoba","2016A000246","Official language minority","Number","Number","223","units ","0","v1043024714","8.6.1","46570","","","","0"
"1996","Saskatchewan ","2016A000247","Total, first official language spoken","Number","Number","223","units ","0","v1043024716","9.1.1","976615","","","","0"
"1996","Saskatchewan ","2016A000247","French","Number","Number","223","units ","0","v1043024717","9.2.1","17310","","","","0"
"1996","Saskatchewan ","2016A000247","English","Number","Number","223","units ","0","v1043024718","9.3.1","953775","","","","0"
"1996","Saskatchewan ","2016A000247","English and french","Number","Number","223","units ","0","v1043024719","9.4.1","810","","","","0"
"1996","Saskatchewan ","2016A000247","Neither english nor French","Number","Number","223","units ","0","v1043024720","9.5.1","4720","","","","0"
"1996","Saskatchewan ","2016A000247","Official language minority","Number","Number","223","units ","0","v1043024721","9.6.1","17720","","","","0"
"1996","Alberta","2016A000248","Total, first official language spoken","Number","Number","223","units ","0","v1043024723","10.1.1","2669195","","","","0"
"1996","Alberta","2016A000248","French","Number","Number","223","units ","0","v1043024724","10.2.1","49390","","","","0"
"1996","Alberta","2016A000248","English","Number","Number","223","units ","0","v1043024725","10.3.1","2580675","","","","0"
"1996","Alberta","2016A000248","English and french","Number","Number","223","units ","0","v1043024726","10.4.1","6220","","","","0"
"1996","Alberta","2016A000248","Neither english nor French","Number","Number","223","units ","0","v1043024727","10.5.1","32910","","","","0"
"1996","Alberta","2016A000248","Official language minority","Number","Number","223","units ","0","v1043024728","10.6.1","52500","","","","0"
"1996","British Columbia","2016A000259","Total, first official language spoken","Number","Number","223","units ","0","v1043024730","11.1.1","3689755","","","","0"
"1996","British Columbia","2016A000259","French","Number","Number","223","units ","0","v1043024731","11.2.1","50285","","","","0"
"1996","British Columbia","2016A000259","English","Number","Number","223","units ","0","v1043024732","11.3.1","3532485","","","","0"
"1996","British Columbia","2016A000259","English and french","Number","Number","223","units ","0","v1043024733","11.4.1","12040","","","","0"
"1996","British Columbia","2016A000259","Neither english nor French","Number","Number","223","units ","0","v1043024734","11.5.1","94945","","","","0"
"1996","British Columbia","2016A000259","Official language minority","Number","Number","223","units ","0","v1043024735","11.6.1","56310","","","","0"
"1996","Yukon","2016A000260","Total, first official language spoken","Number","Number","223","units ","0","v1043024737","12.1.1","30655","","","","0"
"1996","Yukon","2016A000260","French","Number","Number","223","units ","0","v1043024738","12.2.1","1080","","","","0"
"1996","Yukon","2016A000260","English","Number","Number","223","units ","0","v1043024739","12.3.1","29455","","","","0"
"1996","Yukon","2016A000260","English and french","Number","Number","223","units ","0","v1043024740","12.4.1","70","","","","0"
"1996","Yukon","2016A000260","Neither english nor French","Number","Number","223","units ","0","v1043024741","12.5.1","45","","","","0"
"1996","Yukon","2016A000260","Official language minority","Number","Number","223","units ","0","v1043024742","12.6.1","1115","","","","0"
"1996","Northwest Territories including Nunavut","2016A000261","Total, first official language spoken","Number","Number","223","units ","0","v1043024744","13.1.1","64120","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","French","Number","Number","223","units ","0","v1043024745","13.2.1","1315","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","English","Number","Number","223","units ","0","v1043024746","13.3.1","58565","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","English and french","Number","Number","223","units ","0","v1043024747","13.4.1","120","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","Neither english nor French","Number","Number","223","units ","0","v1043024748","13.5.1","4120","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","Official language minority","Number","Number","223","units ","0","v1043024749","13.6.1","1375","","","t","0"
"1996","Canada outside Quebec","","Total, first official language spoken","Number","Number","223","units ","0","v1043024765","16.1.1","21483040","","","","0"
"1996","Canada outside Quebec","","French","Number","Number","223","units ","0","v1043024766","16.2.1","927205","","","","0"
"1996","Canada outside Quebec","","English","Number","Number","223","units ","0","v1043024767","16.3.1","20079665","","","","0"
"1996","Canada outside Quebec","","English and french","Number","Number","223","units ","0","v1043024768","16.4.1","86890","","","","0"
"1996","Canada outside Quebec","","Neither english nor French","Number","Number","223","units ","0","v1043024769","16.5.1","389280","","","","0"
"1996","Canada outside Quebec","","Official language minority","Number","Number","223","units ","0","v1043024770","16.6.1","970650","","","","0"
"2001","Canada","2016A000011124","Total, first official language spoken","Number","Number","223","units ","0","v1043024660","1.1.1","29639050","","","","0"
"2001","Canada","2016A000011124","French","Number","Number","223","units ","0","v1043024661","1.2.1","6995465","","","","0"
"2001","Canada","2016A000011124","English","Number","Number","223","units ","0","v1043024662","1.3.1","21927040","","","","0"
"2001","Canada","2016A000011124","English and french","Number","Number","223","units ","0","v1043024663","1.4.1","283065","","","","0"
"2001","Canada","2016A000011124","Neither english nor French","Number","Number","223","units ","0","v1043024664","1.5.1","433480","","","","0"
"2001","Canada","2016A000011124","Official language minority","Number","Number","223","units ","0","v1043024665","1.6.1","7136998","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total, first official language spoken","Number","Number","223","units ","0","v1043024667","2.1.1","508090","","","","0"
"2001","Newfoundland and Labrador","2016A000210","French","Number","Number","223","units ","0","v1043024668","2.2.1","2045","","","","0"
"2001","Newfoundland and Labrador","2016A000210","English","Number","Number","223","units ","0","v1043024669","2.3.1","505380","","","","0"
"2001","Newfoundland and Labrador","2016A000210","English and french","Number","Number","223","units ","0","v1043024670","2.4.1","100","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Neither english nor French","Number","Number","223","units ","0","v1043024671","2.5.1","565","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Official language minority","Number","Number","223","units ","0","v1043024672","2.6.1","2095","","","","0"
"2001","Prince Edward Island","2016A000211","Total, first official language spoken","Number","Number","223","units ","0","v1043024674","3.1.1","133390","","","","0"
"2001","Prince Edward Island","2016A000211","French","Number","Number","223","units ","0","v1043024675","3.2.1","5245","","","","0"
"2001","Prince Edward Island","2016A000211","English","Number","Number","223","units ","0","v1043024676","3.3.1","128025","","","","0"
"2001","Prince Edward Island","2016A000211","English and french","Number","Number","223","units ","0","v1043024677","3.4.1","85","","","","0"
"2001","Prince Edward Island","2016A000211","Neither english nor French","Number","Number","223","units ","0","v1043024678","3.5.1","35","","","","0"
"2001","Prince Edward Island","2016A000211","Official language minority","Number","Number","223","units ","0","v1043024679","3.6.1","5288","","","","0"
"2001","Nova Scotia","2016A000212","Total, first official language spoken","Number","Number","223","units ","0","v1043024681","4.1.1","897585","","","","0"
"2001","Nova Scotia","2016A000212","French","Number","Number","223","units ","0","v1043024682","4.2.1","33175","","","","0"
"2001","Nova Scotia","2016A000212","English","Number","Number","223","units ","0","v1043024683","4.3.1","862395","","","","0"
"2001","Nova Scotia","2016A000212","English and french","Number","Number","223","units ","0","v1043024684","4.4.1","1175","","","","0"
"2001","Nova Scotia","2016A000212","Neither english nor French","Number","Number","223","units ","0","v1043024685","4.5.1","840","","","","0"
"2001","Nova Scotia","2016A000212","Official language minority","Number","Number","223","units ","0","v1043024686","4.6.1","33763","","","","0"
"2001","New Brunswick","2016A000213","Total, first official language spoken","Number","Number","223","units ","0","v1043024688","5.1.1","719710","","","","0"
"2001","New Brunswick","2016A000213","French","Number","Number","223","units ","0","v1043024689","5.2.1","237615","","","","0"
"2001","New Brunswick","2016A000213","English","Number","Number","223","units ","0","v1043024690","5.3.1","480085","","","","0"
"2001","New Brunswick","2016A000213","English and french","Number","Number","223","units ","0","v1043024691","5.4.1","1665","","","","0"
"2001","New Brunswick","2016A000213","Neither english nor French","Number","Number","223","units ","0","v1043024692","5.5.1","345","","","","0"
"2001","New Brunswick","2016A000213","Official language minority","Number","Number","223","units ","0","v1043024693","5.6.1","238448","","","","0"
"2001","Quebec","2016A000224","Total, first official language spoken","Number","Number","223","units ","0","v1043024695","6.1.1","7125555","","","","0"
"2001","Quebec","2016A000224","French","Number","Number","223","units ","0","v1043024696","6.2.1","6059080","","","","0"
"2001","Quebec","2016A000224","English","Number","Number","223","units ","0","v1043024697","6.3.1","828720","","","","0"
"2001","Quebec","2016A000224","English and french","Number","Number","223","units ","0","v1043024698","6.4.1","180465","","","","0"
"2001","Quebec","2016A000224","Neither english nor French","Number","Number","223","units ","0","v1043024699","6.5.1","57290","","","","0"
"2001","Quebec","2016A000224","Official language minority","Number","Number","223","units ","0","v1043024700","6.6.1","918953","","","","0"
"2001","Ontario","2016A000235","Total, first official language spoken","Number","Number","223","units ","0","v1043024702","7.1.1","11285585","","","","0"
"2001","Ontario","2016A000235","French","Number","Number","223","units ","0","v1043024703","7.2.1","489920","","","","0"
"2001","Ontario","2016A000235","English","Number","Number","223","units ","0","v1043024704","7.3.1","10493685","","","","0"
"2001","Ontario","2016A000235","English and french","Number","Number","223","units ","0","v1043024705","7.4.1","75610","","","","0"
"2001","Ontario","2016A000235","Neither english nor French","Number","Number","223","units ","0","v1043024706","7.5.1","226370","","","","0"
"2001","Ontario","2016A000235","Official language minority","Number","Number","223","units ","0","v1043024707","7.6.1","527725","","","","0"
"2001","Manitoba","2016A000246","Total, first official language spoken","Number","Number","223","units ","0","v1043024709","8.1.1","1103710","","","","0"
"2001","Manitoba","2016A000246","French","Number","Number","223","units ","0","v1043024710","8.2.1","42410","","","","0"
"2001","Manitoba","2016A000246","English","Number","Number","223","units ","0","v1043024711","8.3.1","1050310","","","","0"
"2001","Manitoba","2016A000246","English and french","Number","Number","223","units ","0","v1043024712","8.4.1","1940","","","","0"
"2001","Manitoba","2016A000246","Neither english nor French","Number","Number","223","units ","0","v1043024713","8.5.1","9050","","","","0"
"2001","Manitoba","2016A000246","Official language minority","Number","Number","223","units ","0","v1043024714","8.6.1","43380","","","","0"
"2001","Saskatchewan ","2016A000247","Total, first official language spoken","Number","Number","223","units ","0","v1043024716","9.1.1","963115","","","","0"
"2001","Saskatchewan ","2016A000247","French","Number","Number","223","units ","0","v1043024717","9.2.1","16195","","","","0"
"2001","Saskatchewan ","2016A000247","English","Number","Number","223","units ","0","v1043024718","9.3.1","943235","","","","0"
"2001","Saskatchewan ","2016A000247","English and french","Number","Number","223","units ","0","v1043024719","9.4.1","685","","","","0"
"2001","Saskatchewan ","2016A000247","Neither english nor French","Number","Number","223","units ","0","v1043024720","9.5.1","3000","","","","0"
"2001","Saskatchewan ","2016A000247","Official language minority","Number","Number","223","units ","0","v1043024721","9.6.1","16538","","","","0"
"2001","Alberta","2016A000248","Total, first official language spoken","Number","Number","223","units ","0","v1043024723","10.1.1","2941190","","","","0"
"2001","Alberta","2016A000248","French","Number","Number","223","units ","0","v1043024724","10.2.1","55645","","","","0"
"2001","Alberta","2016A000248","English","Number","Number","223","units ","0","v1043024725","10.3.1","2848810","","","","0"
"2001","Alberta","2016A000248","English and french","Number","Number","223","units ","0","v1043024726","10.4.1","6375","","","","0"
"2001","Alberta","2016A000248","Neither english nor French","Number","Number","223","units ","0","v1043024727","10.5.1","30360","","","","0"
"2001","Alberta","2016A000248","Official language minority","Number","Number","223","units ","0","v1043024728","10.6.1","58833","","","","0"
"2001","British Columbia","2016A000259","Total, first official language spoken","Number","Number","223","units ","0","v1043024730","11.1.1","3868870","","","","0"
"2001","British Columbia","2016A000259","French","Number","Number","223","units ","0","v1043024731","11.2.1","51970","","","","0"
"2001","British Columbia","2016A000259","English","Number","Number","223","units ","0","v1043024732","11.3.1","3700385","","","","0"
"2001","British Columbia","2016A000259","English and french","Number","Number","223","units ","0","v1043024733","11.4.1","14790","","","","0"
"2001","British Columbia","2016A000259","Neither english nor French","Number","Number","223","units ","0","v1043024734","11.5.1","101725","","","","0"
"2001","British Columbia","2016A000259","Official language minority","Number","Number","223","units ","0","v1043024735","11.6.1","59365","","","","0"
"2001","Yukon","2016A000260","Total, first official language spoken","Number","Number","223","units ","0","v1043024737","12.1.1","28515","","","","0"
"2001","Yukon","2016A000260","French","Number","Number","223","units ","0","v1043024738","12.2.1","850","","","","0"
"2001","Yukon","2016A000260","English","Number","Number","223","units ","0","v1043024739","12.3.1","27545","","","","0"
"2001","Yukon","2016A000260","English and french","Number","Number","223","units ","0","v1043024740","12.4.1","60","","","","0"
"2001","Yukon","2016A000260","Neither english nor French","Number","Number","223","units ","0","v1043024741","12.5.1","60","","","","0"
"2001","Yukon","2016A000260","Official language minority","Number","Number","223","units ","0","v1043024742","12.6.1","880","","","","0"
"2001","Northwest Territories","2016A000261","Total, first official language spoken","Number","Number","223","units ","0","v1043024751","14.1.1","37145","","","","0"
"2001","Northwest Territories","2016A000261","French","Number","Number","223","units ","0","v1043024752","14.2.1","885","","","","0"
"2001","Northwest Territories","2016A000261","English","Number","Number","223","units ","0","v1043024753","14.3.1","35785","","","","0"
"2001","Northwest Territories","2016A000261","English and french","Number","Number","223","units ","0","v1043024754","14.4.1","90","","","","0"
"2001","Northwest Territories","2016A000261","Neither english nor French","Number","Number","223","units ","0","v1043024755","14.5.1","385","","","","0"
"2001","Northwest Territories","2016A000261","Official language minority","Number","Number","223","units ","0","v1043024756","14.6.1","930","","","","0"
"2001","Nunavut","2016A000262","Total, first official language spoken","Number","Number","223","units ","0","v1043024758","15.1.1","26665","","","","0"
"2001","Nunavut","2016A000262","French","Number","Number","223","units ","0","v1043024759","15.2.1","400","","","","0"
"2001","Nunavut","2016A000262","English","Number","Number","223","units ","0","v1043024760","15.3.1","22730","","","","0"
"2001","Nunavut","2016A000262","English and french","Number","Number","223","units ","0","v1043024761","15.4.1","60","","","","0"
"2001","Nunavut","2016A000262","Neither english nor French","Number","Number","223","units ","0","v1043024762","15.5.1","3475","","","","0"
"2001","Nunavut","2016A000262","Official language minority","Number","Number","223","units ","0","v1043024763","15.6.1","430","","","","0"
"2001","Canada outside Quebec","","Total, first official language spoken","Number","Number","223","units ","0","v1043024765","16.1.1","22513515","","","","0"
"2001","Canada outside Quebec","","French","Number","Number","223","units ","0","v1043024766","16.2.1","936380","","","","0"
"2001","Canada outside Quebec","","English","Number","Number","223","units ","0","v1043024767","16.3.1","21098305","","","","0"
"2001","Canada outside Quebec","","English and french","Number","Number","223","units ","0","v1043024768","16.4.1","102620","","","","0"
"2001","Canada outside Quebec","","Neither english nor French","Number","Number","223","units ","0","v1043024769","16.5.1","376210","","","","0"
"2001","Canada outside Quebec","","Official language minority","Number","Number","223","units ","0","v1043024770","16.6.1","987690","","","","0"
"2006","Canada","2016A000011124","Total, first official language spoken","Number","Number","223","units ","0","v1043024660","1.1.1","31241030","","","","0"
"2006","Canada","2016A000011124","French","Number","Number","223","units ","0","v1043024661","1.2.1","7204390","","","","0"
"2006","Canada","2016A000011124","English","Number","Number","223","units ","0","v1043024662","1.3.1","23197090","","","","0"
"2006","Canada","2016A000011124","English and french","Number","Number","223","units ","0","v1043024663","1.4.1","331925","","","","0"
"2006","Canada","2016A000011124","Neither english nor French","Number","Number","223","units ","0","v1043024664","1.5.1","507620","","","","0"
"2006","Canada","2016A000011124","Official language minority","Number","Number","223","units ","0","v1043024665","1.6.1","7370350","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total, first official language spoken","Number","Number","223","units ","0","v1043024667","2.1.1","500610","","","","0"
"2006","Newfoundland and Labrador","2016A000210","French","Number","Number","223","units ","0","v1043024668","2.2.1","1835","","","","0"
"2006","Newfoundland and Labrador","2016A000210","English","Number","Number","223","units ","0","v1043024669","2.3.1","497815","","","","0"
"2006","Newfoundland and Labrador","2016A000210","English and french","Number","Number","223","units ","0","v1043024670","2.4.1","195","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Neither english nor French","Number","Number","223","units ","0","v1043024671","2.5.1","760","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Official language minority","Number","Number","223","units ","0","v1043024672","2.6.1","1935","","","","0"
"2006","Prince Edward Island","2016A000211","Total, first official language spoken","Number","Number","223","units ","0","v1043024674","3.1.1","134205","","","","0"
"2006","Prince Edward Island","2016A000211","French","Number","Number","223","units ","0","v1043024675","3.2.1","5085","","","","0"
"2006","Prince Edward Island","2016A000211","English","Number","Number","223","units ","0","v1043024676","3.3.1","128985","","","","0"
"2006","Prince Edward Island","2016A000211","English and french","Number","Number","223","units ","0","v1043024677","3.4.1","95","","","","0"
"2006","Prince Edward Island","2016A000211","Neither english nor French","Number","Number","223","units ","0","v1043024678","3.5.1","45","","","","0"
"2006","Prince Edward Island","2016A000211","Official language minority","Number","Number","223","units ","0","v1043024679","3.6.1","5130","","","","0"
"2006","Nova Scotia","2016A000212","Total, first official language spoken","Number","Number","223","units ","0","v1043024681","4.1.1","903090","","","","0"
"2006","Nova Scotia","2016A000212","French","Number","Number","223","units ","0","v1043024682","4.2.1","31510","","","","0"
"2006","Nova Scotia","2016A000212","English","Number","Number","223","units ","0","v1043024683","4.3.1","868850","","","","0"
"2006","Nova Scotia","2016A000212","English and french","Number","Number","223","units ","0","v1043024684","4.4.1","1425","","","","0"
"2006","Nova Scotia","2016A000212","Neither english nor French","Number","Number","223","units ","0","v1043024685","4.5.1","1300","","","","0"
"2006","Nova Scotia","2016A000212","Official language minority","Number","Number","223","units ","0","v1043024686","4.6.1","32225","","","","0"
"2006","New Brunswick","2016A000213","Total, first official language spoken","Number","Number","223","units ","0","v1043024688","5.1.1","719650","","","","0"
"2006","New Brunswick","2016A000213","French","Number","Number","223","units ","0","v1043024689","5.2.1","234155","","","","0"
"2006","New Brunswick","2016A000213","English","Number","Number","223","units ","0","v1043024690","5.3.1","482870","","","","0"
"2006","New Brunswick","2016A000213","English and french","Number","Number","223","units ","0","v1043024691","5.4.1","1945","","","","0"
"2006","New Brunswick","2016A000213","Neither english nor French","Number","Number","223","units ","0","v1043024692","5.5.1","680","","","","0"
"2006","New Brunswick","2016A000213","Official language minority","Number","Number","223","units ","0","v1043024693","5.6.1","235130","","","","0"
"2006","Quebec","2016A000224","Total, first official language spoken","Number","Number","223","units ","0","v1043024695","6.1.1","7435900","","","","0"
"2006","Quebec","2016A000224","French","Number","Number","223","units ","0","v1043024696","6.2.1","6263945","","","","0"
"2006","Quebec","2016A000224","English","Number","Number","223","units ","0","v1043024697","6.3.1","885445","","","","0"
"2006","Quebec","2016A000224","English and french","Number","Number","223","units ","0","v1043024698","6.4.1","218555","","","","0"
"2006","Quebec","2016A000224","Neither english nor French","Number","Number","223","units ","0","v1043024699","6.5.1","67955","","","","0"
"2006","Quebec","2016A000224","Official language minority","Number","Number","223","units ","0","v1043024700","6.6.1","994725","","","","0"
"2006","Ontario","2016A000235","Total, first official language spoken","Number","Number","223","units ","0","v1043024702","7.1.1","12028895","","","","0"
"2006","Ontario","2016A000235","French","Number","Number","223","units ","0","v1043024703","7.2.1","497150","","","","0"
"2006","Ontario","2016A000235","English","Number","Number","223","units ","0","v1043024704","7.3.1","11189935","","","","0"
"2006","Ontario","2016A000235","English and french","Number","Number","223","units ","0","v1043024705","7.4.1","80890","","","","0"
"2006","Ontario","2016A000235","Neither english nor French","Number","Number","223","units ","0","v1043024706","7.5.1","260925","","","","0"
"2006","Ontario","2016A000235","Official language minority","Number","Number","223","units ","0","v1043024707","7.6.1","537595","","","","0"
"2006","Manitoba","2016A000246","Total, first official language spoken","Number","Number","223","units ","0","v1043024709","8.1.1","1133515","","","","0"
"2006","Manitoba","2016A000246","French","Number","Number","223","units ","0","v1043024710","8.2.1","42130","","","","0"
"2006","Manitoba","2016A000246","English","Number","Number","223","units ","0","v1043024711","8.3.1","1079235","","","","0"
"2006","Manitoba","2016A000246","English and french","Number","Number","223","units ","0","v1043024712","8.4.1","1985","","","","0"
"2006","Manitoba","2016A000246","Neither english nor French","Number","Number","223","units ","0","v1043024713","8.5.1","10165","","","","0"
"2006","Manitoba","2016A000246","Official language minority","Number","Number","223","units ","0","v1043024714","8.6.1","43120","","","","0"
"2006","Saskatchewan ","2016A000247","Total, first official language spoken","Number","Number","223","units ","0","v1043024716","9.1.1","953850","","","","0"
"2006","Saskatchewan ","2016A000247","French","Number","Number","223","units ","0","v1043024717","9.2.1","14475","","","","0"
"2006","Saskatchewan ","2016A000247","English","Number","Number","223","units ","0","v1043024718","9.3.1","935495","","","","0"
"2006","Saskatchewan ","2016A000247","English and french","Number","Number","223","units ","0","v1043024719","9.4.1","745","","","","0"
"2006","Saskatchewan ","2016A000247","Neither english nor French","Number","Number","223","units ","0","v1043024720","9.5.1","3130","","","","0"
"2006","Saskatchewan ","2016A000247","Official language minority","Number","Number","223","units ","0","v1043024721","9.6.1","14850","","","","0"
"2006","Alberta","2016A000248","Total, first official language spoken","Number","Number","223","units ","0","v1043024723","10.1.1","3256355","","","","0"
"2006","Alberta","2016A000248","French","Number","Number","223","units ","0","v1043024724","10.2.1","58575","","","","0"
"2006","Alberta","2016A000248","English","Number","Number","223","units ","0","v1043024725","10.3.1","3150170","","","","0"
"2006","Alberta","2016A000248","English and french","Number","Number","223","units ","0","v1043024726","10.4.1","8420","","","","0"
"2006","Alberta","2016A000248","Neither english nor French","Number","Number","223","units ","0","v1043024727","10.5.1","39185","","","","0"
"2006","Alberta","2016A000248","Official language minority","Number","Number","223","units ","0","v1043024728","10.6.1","62790","","","","0"
